PPC Dashboard Leads Data updated till 31st-July-26,,,,,Total,,,July' 2026,,,June' 2026,,,May' 2026,,,Apr' 2026,,,Mar' 2026,,,Feb' 2026,,,Jan' 2026,,,Dec' 2025,,,Nov' 2025,,,Oct' 2025,,,Sep' 2025,,,Aug' 2025,,,July' 2025,,,June' 2025,,,May' 2025,,,Apr' 2025,,,Mar' 2025,,,Feb' 2025,,,Jan' 2025,,,Dec' 2024,,,Nov' 2024,,,Oct' 2024,,,Sep' 2024,,,Aug' 2024,,,July' 2024,,,June' 2024,,,May' 2024,,,Apr' 2024,,,Mar' 2024,,,Feb' 2024,,,Jan' 2024,,,Dec' 2023,,,Nov' 2023,,,Oct' 2023,,,Sep' 2023,,,Aug' 2023,,,Jul' 2023,,,Jun' 2023,,,May' 2023,,,April' 2023,,,,,,February' 2023,,,January' 2023,,,December' 2022,,,November' 2022,,,October' 2022,,,September' 2022,,,August' 2022,,,July' 2022,,,June' 2022,,,,,June' 2022,,
170,Hire Nodejs Developer,https://www.virtualemployee.com/da/hire-nodejs-developer/,Koyel,Mohsin,31,0,0.00%,0,0,,0,0,,0,0,,0,0,,2,0,0.00%,0,0,,2,0,0.00%,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,10,0.00%,0.00%,6,0.00%,0.00%,11,0.00%,0.00%,0,0.00%,,0,0.00%,,0,0.00%,,0,,0,0,
171,internet-marketing-virtual-assistant,https://www.virtualemployee.com/service/internet-marketing-virtual-assistant/,old,old,44,4,9.09%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,0,0.00%,0,0,,8,0,0.00%,17,200.00%,11.76%,0,0.00%,17,2,11.76%
172,Shopify (Original),https://www.virtualemployee.com/service/hire-shopify-developers/,Vikas,Kamla,25,1,4.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,25,100.00%,4.00%,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,0,,0,0,
173,internet-marketing-consultant,https://www.virtualemployee.com/service/internet-marketing-consultant/,old,old,25,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,1,0,0.00%,11,0,0.00%,4,0,0.00%,4,0,0.00%,2,0,0.00%,0,,2,0,0.00%
174,internet-marketing-specialists,https://www.virtualemployee.com/service/internet-marketing-specialists/,old,old,65,1,1.54%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,2,0,0.00%,1,0,0.00%,16,100.00%,6.25%,8,0.00%,0.00%,2,0.00%,0.00%,5,0.00%,0.00%,2,0.00%,0.00%,0,0.00%,,6,0.00%,0.00%,4,0.00%,0.00%,4,0.00%,0.00%,7,0.00%,0.00%,0,,7,0,0.00%
175,indian-software-developers,https://www.virtualemployee.com/service/indian-software-developers/,old,old,24,2,8.33%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,7,0.00%,0.00%,2,100.00%,50.00%,8,100.00%,12.50%,3,0.00%,0.00%,2,0.00%,0.00%,1,0.00%,0.00%,0,,1,0,0.00%
176,business-outsourcing,https://www.virtualemployee.com/service/business-outsourcing/,old,old,32,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,2,0.00%,0.00%,3,0.00%,0.00%,4,0.00%,0.00%,1,0.00%,0.00%,4,0.00%,0.00%,9,0.00%,0.00%,0,,9,0,0.00%
177,Hire .Net Programmers,https://www.virtualemployee.com/lp/hire-dot-net-programmers-d/,Vikas,Kamla,27,1,3.70%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0.00%,,0,0.00%,,0,0.00%,,4,0.00%,0.00%,5,0.00%,0.00%,2,0.00%,0.00%,6,100.00%,16.67%,2,0.00%,0.00%,4,0.00%,0.00%,2,0.00%,0.00%,0,,2,0,0.00%
178,offshore-virtual-assistant,https://www.virtualemployee.com/service/offshore-virtual-assistant/,old,old,32,3,9.38%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,100.00%,50.00%,1,0.00%,0.00%,1,0.00%,0.00%,0,0.00%,,6,100.00%,16.67%,3,100.00%,33.33%,4,0.00%,0.00%,2,0.00%,0.00%,1,0.00%,0.00%,5,0.00%,0.00%,0,,5,0,0.00%
179,hire-mean-developers,https://www.virtualemployee.com/lp/hire-mean-developers/,Wasi,Mohsin,20,1,5.00%,0,0,,38,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,3,0.00%,0.00%,2,0.00%,0.00%,5,0.00%,0.00%,5,100.00%,20.00%,3,0.00%,0.00%,1,0.00%,0.00%,0,,1,0,0.00%
180,Task Outsource,https://www.virtualemployee.com/service/task-outsource/,old,old,34,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0.00%,0.00%,2,0.00%,0.00%,2,0.00%,0.00%,3,0.00%,0.00%,0,0.00%,,2,0.00%,0.00%,5,0.00%,0.00%,3,0.00%,0.00%,2,0.00%,0.00%,7,0.00%,0.00%,0,,7,0,0.00%
181,website-design-companies-india,https://www.virtualemployee.com/service/website-design-companies-india/,old,old,24,2,8.33%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,1,0.00%,0.00%,3,100.00%,33.33%,2,100.00%,50.00%,6,0.00%,0.00%,6,0.00%,0.00%,0,,6,0,0.00%
182,Hire Data Entry Experts (Mobile Version),https://www.virtualemployee.com/lp/data-entry-experts-optimized/m/,Daya,Mukhteshwar,3523,18,0.51%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,216,1,0.46%,1423,5,0.35%,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,189,0,0.00%,598,100.00%,0.17%,484,300.00%,0.62%,588,800.00%,1.36%,0,0.00%,,0,0.00%,,7,0.00%,0.00%,4,0.00%,0.00%,3,0.00%,0.00%,1,0.00%,0.00%,3,0.00%,0.00%,0,,3,0,0.00%
183,hire-programmers,https://www.virtualemployee.com/service/hire-programmers/,old,old,24,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,2,0.00%,0.00%,4,0.00%,0.00%,1,0.00%,0.00%,3,0.00%,0.00%,3,0.00%,0.00%,5,0.00%,0.00%,0,,5,0,0.00%
184,ASP .NET,https://www.virtualemployee.com/lp/hire-asp-dotnet-developers-v1/,Vikas,Rohit,34,0,0.00%,13,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,3,0.00%,0.00%,3,0.00%,0.00%,5,0.00%,0.00%,1,0.00%,0.00%,1,0.00%,0.00%,4,0.00%,0.00%,0,,4,0,0.00%
185,Hire woocommerce developer,https://www.virtualemployee.com/lp/hire-woocommerce-developer-v1/,Wasi,Mohsin,101,8,7.92%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,1,33.33%,0,0,,16,1,6.25%,7,0,0.00%,2,0,0.00%,6,0,0.00%,5,0,0.00%,5,2,40.00%,8,0.00%,0.00%,10,0.00%,0.00%,17,300.00%,17.65%,6,100.00%,16.67%,15,0.00%,0.00%,1,0.00%,0.00%,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,0,,0,0,
186,hire-virtual-assistant-accounting,https://www.virtualemployee.com/service/hire-virtual-assistant-accounting/,old,old,30,2,6.67%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,0,0.00%,2,1,50.00%,1,0,0.00%,8,0,0.00%,1,0,0.00%,0,0,,6,0,0.00%,3,1,33.33%,3,0,0.00%,2,0,0.00%,0,,2,0,0.00%
187,Litigation Support,https://www.virtualemployee.com/lp/litigation-support-specialists/,Wasi,Kamla,58,3,5.17%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,16,2,12.50%,4,0,0.00%,9,0.00%,0.00%,4,0.00%,0.00%,3,0.00%,0.00%,4,0.00%,0.00%,3,100.00%,33.33%,1,0.00%,0.00%,5,0.00%,0.00%,4,0.00%,0.00%,2,0.00%,0.00%,0,0.00%,,0,,0,0,
188,Hire Codeigniter Developer,https://www.virtualemployee.com/ir/hire-codeigniter-developer/,Wasi,Rahul,15,1,6.67%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,0,0.00%,3,1,33.33%,8,0,0.00%,0,0,,0,0,,0,0,,0,,0,0,
189,Digital Marekting Experts(Original),https://www.virtualemployee.com/service/hire-digital-marketing-experts/,Daya,Mukhteshwar,16,1,6.25%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,14,1,7.14%,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
190,hire-hvac-experts,https://www.virtualemployee.com/lp/hvac-experts/,Irfan,Mohsin,76,1,1.32%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,7,1,14.29%,0,0,,52,0,0.00%,13,0,0.00%,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,,1,0,0.00%
191,ios native app development,https://www.virtualemployee.com/lp/hire-ios-native-app-developers/,Wasi,Mohsin,3569,45,1.26%,166,1,0.60%,17,0,0.00%,262,4,1.53%,340,3,0.88%,939,12,1.28%,301,4,1.33%,207,3,1.45%,25,0,0.00%,30,0,0.00%,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,134,3,2.24%,282,5,1.77%,270,5,1.85%,271,6,2.21%,17,0,0.00%,1,0,0.00%,0,0,,159,1,0.63%,134,0,0.00%,125,1,0.80%,245,0,0.00%,46,3,6.52%,192,2,1.04%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,2,0.00%,0.00%,2,0.00%,0.00%,3,0.00%,0.00%,5,0.00%,0.00%,1,0.00%,0.00%,1,0.00%,0.00%,0,,1,0,0.00%
192,virtual-assistant-bookkeeping,https://www.virtualemployee.com/service/virtual-assistant-bookkeeping/,old,old,17,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,1,0.00%,0.00%,2,0.00%,0.00%,6,0.00%,0.00%,2,0.00%,0.00%,0,0.00%,,3,0.00%,0.00%,0,,3,0,0.00%
193,Node JS Developer,https://www.virtualemployee.com/lp/hire-nodejs-developers/,Vikas,Nabil,12,0,0.00%,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,3,0.00%,0.00%,3,0.00%,0.00%,5,0.00%,0.00%,0,0.00%,,0,0.00%,,0,0.00%,,0,,0,0,
194,outsourcing-team,https://www.virtualemployee.com/service/outsourcing-team/,old,old,15,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,0,0.00%,1,0,0.00%,1,0,0.00%,3,0,0.00%,3,0,0.00%,0,,3,0,0.00%
195,indian-web-designing-experts,https://www.virtualemployee.com/service/indian-web-designing-experts/,old,old,14,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,2,0.00%,0.00%,2,0.00%,0.00%,0,0.00%,,1,0.00%,0.00%,3,0.00%,0.00%,3,0.00%,0.00%,0,,3,0,0.00%
196,Python Big Data 1,https://www.virtualemployee.com/ir/python-big-data-v5/,Vikas,Sanjay,16,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0.00%,,5,0.00%,0.00%,0,0.00%,,0,0.00%,,2,0.00%,0.00%,0,0.00%,,3,0.00%,0.00%,3,0.00%,0.00%,1,0.00%,0.00%,1,0.00%,0.00%,0,,1,0,0.00%
197,hire-android-app-developers-v1,https://www.virtualemployee.com/lp/hire-android-app-developers-v1/,Daya,Nabil,432,15,3.47%,4,0,0.00%,0,0,,19,0,0.00%,44,2,4.55%,23,1,4.35%,6,0,0.00%,7,0,0.00%,2,0,0.00%,19,0,0.00%,15,0,0.00%,13,1,7.69%,0,0,,10,0,0.00%,17,0,0.00%,17,1,5.88%,20,2,10.00%,17,0,0.00%,26,1,3.85%,39,1,2.56%,4,0,0.00%,0,0,,0,0,,12,1,8.33%,15,1,6.67%,27,0,0.00%,35,1,2.86%,20,0,0.00%,33,1,3.03%,4,0,0.00%,0,0,,0,0,,0,0,,0,0,,43,3,6.98%,6,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,9,0.00%,0.00%,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,0,,0,0,
198,outsource-dot-net-development-e,https://www.virtualemployee.com/lp/outsource-dot-net-development-e/,Vikas,Mukhteshwar,11,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,2,0,0.00%,4,0,0.00%,2,0,0.00%,1,0,0.00%,0,,1,0,0.00%
199,hire-mobile-app-development-company,https://www.virtualemployee.com/service/hire-mobile-app-development-company/,old,old,19,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0.00%,,1,0.00%,0.00%,0,0.00%,,7,0.00%,0.00%,1,0.00%,0.00%,0,0.00%,,3,0.00%,0.00%,0,0.00%,,3,0.00%,0.00%,2,0.00%,0.00%,0,,2,0,0.00%
200,Hire Kentico Web Developers,https://www.virtualemployee.com/ir/hire-kentico-web-developers/,Arpan,Rahul,9,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,6,0.00%,0.00%,2,0.00%,0.00%,0,0.00%,,1,0.00%,0.00%,0,0.00%,,0,0.00%,,0,,0,0,
201,outsourcing-sites,https://www.virtualemployee.com/service/outsourcing-sites/,old,old,9,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,0,0.00%,2,0,0.00%,1,0,0.00%,1,0,0.00%,0,,1,0,0.00%
202,outsourcing-labour,https://www.virtualemployee.com/service/outsourcing-labour/,old,old,8,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,1,0.00%,0.00%,2,0.00%,0.00%,4,0.00%,0.00%,1,0.00%,0.00%,0,0.00%,,0,0.00%,,0,,0,0,
203,Hire Software Dev company (Original),https://www.virtualemployee.com/service/software-development-company-india/,Vikas,Mukhteshwar,9,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,2,0,0.00%,0,0,,4,0,0.00%,0,0,,1,0,0.00%,0,,1,0,0.00%
204,Outsource Software Developer,https://www.virtualemployee.com/lp/hire-outsource-software-developer/,Daya,Nabil,1268,24,1.89%,1,0,0.00%,3,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,8,0,0.00%,49,1,2.04%,63,1,1.59%,65,0,0.00%,48,2,4.17%,42,0,0.00%,53,0,0.00%,41,1,2.44%,71,2,2.82%,104,0,0.00%,117,4,3.42%,90,2,2.22%,111,5,4.50%,59,0,0.00%,59,2,3.39%,54,1,1.85%,72,0,0.00%,66,0,0.00%,59,3,5.08%,13,0,0.00%,3,0,0.00%,9,0,0.00%,8,0,0.00%,36,0,0.00%,0,0,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,3,0.00%,0.00%,0,0.00%,,1,0.00%,0.00%,1,0.00%,0.00%,0,0.00%,,2,0.00%,0.00%,0,,2,0,0.00%
